"Type","Dielecrtric","Package","Value","4 V","6.3 V","10 V"," 16 V"," 25 V"," 50 V"," 100 V","200V","250V"
"MLCC","X7R","0805","4.7 uF",,1.25,1.25,1.25,1.25,,,,
"MLCC","X7R","0805","10 uF",,1.25,1.25,1.25,,,,,
"MLCC","X7R",1206,"220 pF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"330 pF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"470 pF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"680 pF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"1.0 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"1.5 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"2.2 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"3.3 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"4.7 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"6.8 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"10 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"15 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1206,"22 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1206,"33 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1206,"47 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1206,"68 nF",,0.85,0.85,0.85,0.85,0.85,1.25,1.25,1.25
"MLCC","X7R",1206,"100 nF",,0.85,0.85,0.85,0.85,0.85,1.25,1.6,1.6
"MLCC","X7R",1206,"150 nF",,0.85,0.85,0.85,0.85,1.15,1.25,1.6,1.6
"MLCC","X7R",1206,"220 nF",,0.85,0.85,0.85,0.85,1.15,1.25,1.6,1.6
"MLCC","X7R",1206,"330 nF",,0.85,0.85,0.85,0.85,0.85,1.6,,
"MLCC","X7R",1206,"470 nF",,0.85,0.85,0.85,0.85,1.0,1.6,,
"MLCC","X7R",1206,"680 nF",,1.15,1.15,1.15,1.15,1.6,1.6,,
"MLCC","X7R",1206,"1 uF",,1.15,1.15,1.15,1.15,1.6,1.6,,
"MLCC","X7R",1206,"2.2 uF",,1.15,1.15,1.15,1.15,1.6,1.6,,
"MLCC","X7R",1206,"4.7 uF",,1.6,1.6,1.6,1.6,1.6,,,
"MLCC","X7R",1206,"10 uF",,1.6,1.6,1.6,1.6,,,,
"MLCC","X7R",1206,"22 uF",,1.6,1.6,1.6,,,,,
"MLCC","X7R",1210,"2.2 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"3.3 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"4.7 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"6.8 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"10 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"15 nF",,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
"MLCC","X7R",1210,"22 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1210,"33 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1210,"47 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1210,"68 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1210,"100 nF",,0.85,0.85,0.85,0.85,0.85,0.85,1.25,1.25
"MLCC","X7R",1210,"150 nF",,0.85,0.85,0.85,0.85,1.25,1.25,1.25,1.25
"MLCC","X7R",1210,"220 nF",,0.85,0.85,0.85,0.85,1.25,1.25,1.25,1.25
"MLCC","X7R",1210,"330 nF",,0.85,0.85,0.85,0.85,1.25,1.25,,
"MLCC","X7R",1210,"470 nF",,1.25,1.25,1.25,1.25,1.25,1.25,,
"MLCC","X7R",1210,"680 nF",,1.25,1.25,1.25,1.25,1.25,2.0,,
"MLCC","X7R",1210,"1 uF",,1.25,1.25,1.25,1.25,1.25,2.0,,
"MLCC","X7R",1210,"2.2 uF",,2.0,2.0,2.0,2.0,2.0,2.0,,
"MLCC","X7R",1210,"4.7 uF",,1.9,1.9,1.9,1.9,2.5,2.5,,
"MLCC","X7R",1210,"10 uF",,1.9,1.9,1.9,1.9,2.5,,,
"MLCC","X7R",1210,"22 uF",,2.5,2.5,2.5,2.5,,,,
"MLCC","X7R",1210,"47 uF",,2.5,2.5,,,,,,
"MLCC","X7R",1812,"4.7 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"6.8 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"10 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"15 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"22 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"33 nF",,,,,,0.85,0.85,0.85,0.85
"MLCC","X7R",1812,"47 nF",,,,,,0.85,0.85,1.25,1.25
"MLCC","X7R",1812,"68 nF",,,,,,0.85,0.85,1.25,1.25
"MLCC","X7R",1812,"100 nF",,,,,,1.25,1.25,1.25,1.25
"MLCC","X7R",1812,"150 nF",,,,,,1.25,1.25,1.25,1.25
"MLCC","X7R",1812,"220 nF",,,,,,1.25,1.25,1.6,1.6
"MLCC","X7R",1812,"330 nF",,,,,,1.25,1.25,1.6,1.6
"MLCC","X7R",1812,"470 nF",,,,,,1.25,1.6,1.6,1.6
"MLCC","X7R",1812,"680 nF",,,,,,1.6,1.6,,
"MLCC","X7R",1812,"1 uF",,,,,,1.6,1.6,,
"MLCC","X7R",2220,"470 nF",,,,,,1.15,,,
"MLCC","X7R",2220,"1 uF",,,,,,1.15,,,
"MLCC","Y5V","0201","10 nF",,,,,0.3,,,,
"MLCC","Y5V","0201","100 nF",,0.3,,,,,,,
"MLCC","Y5V","0402","10 nF",,,0.5,0.5,0.5,0.5,,,
"MLCC","Y5V","0402","22 nF",,,0.5,0.5,0.5,,,,
"MLCC","Y5V","0402","47 nF",,,0.5,0.5,0.5,,,,
"MLCC","Y5V","0402","100 nF",,0.5,0.5,0.5,0.5,,,,
"MLCC","Y5V","0402","220 nF",,0.5,0.5,0.5,,,,,
"MLCC","Y5V","0402","470 nF",,0.5,0.5,0.5,,,,,
"MLCC","Y5V","0402","1.0 uF",,0.5,0.5,,,,,,
"MLCC","Y5V","0603","10 nF",,,,,0.8,0.8,,,
"MLCC","Y5V","0603","22 nF",,,,,0.8,0.8,,,
"MLCC","Y5V","0603","47 nF",,,,,0.8,0.8,,,
"MLCC","Y5V","0603","100 nF",,,,0.8,0.8,0.8,,,
"MLCC","Y5V","0603","220 nF",,,,0.8,0.8,0.8,,,
"MLCC","Y5V","0603","470 nF",,,,0.8,0.8,,,,
"MLCC","Y5V","0603","1.0 uF",,0.8,0.8,0.8,0.8,,,,
"MLCC","Y5V","0603","2.2 uF",,0.8,0.8,0.8,,,,,
"MLCC","Y5V","0603","4.7 uF",,0.8,0.8,,,,,,
"MLCC","Y5V","0805","10 nF",,,,,0.6,0.6,,,
"MLCC","Y5V","0805","22 nF",,,,,0.6,0.6,,,
"MLCC","Y5V","0805","47 nF",,,,,0.6,0.6,,,
"MLCC","Y5V","0805","100 nF",,,,,0.6,0.6,,,
"MLCC","Y5V","0805","220 nF",,,,0.6,0.85,0.85,,,
"MLCC","Y5V","0805","470 nF",,,,0.85,0.85,0.85,,,
"MLCC","Y5V","0805","1.0 uF",,,,0.85,0.85,1.25,,,
"MLCC","Y5V","0805","2.2 uF",,0.85,0.85,0.85,1.25,,,,
"MLCC","Y5V","0805","4.7 uF",,0.85,0.85,1.25,,,,,
"MLCC","Y5V","0805","10 uF",,1.25,1.25,,,,,,
"MLCC","Y5V","0805","22 uF",,1.25,1.25,,,,,,
"MLCC","Y5V",1206,"10 nF",,,,,0.6,0.6,,,
"MLCC","Y5V",1206,"22 nF",,,,,0.6,0.6,,,
"MLCC","Y5V",1206,"47 nF",,,,,0.6,0.6,,,
"MLCC","Y5V",1206,"100 nF",,,,,0.6,0.6,,,
"MLCC","Y5V",1206,"220 nF",,,,,0.6,0.6,,,
"MLCC","Y5V",1206,"470 nF",,,,,0.85,0.85,,,
"MLCC","Y5V",1206,"1.0 uF",,,,0.85,0.85,0.85,,,
"MLCC","Y5V",1206,"2.2 uF",,,0.85,0.85,0.85,,,,
"MLCC","Y5V",1206,"4.7 uF",,,0.85,0.85,,,,,
"MLCC","Y5V",1206,"10 uF",,0.85,0.85,1.15,1.6,,,,
"MLCC","Y5V",1206,"22 uF",,1.6,1.6,1.6,,,,,
"MLCC","Y5V",1210,"10 uF",,1.5,1.5,1.5,1.5,1.5,,,
"MLCC","Y5V",1210,"22 uF",,1.6,1.6,1.6,,,,,
